question_id,method,itq_seed,N_archive,min_hamming_distance,candidates_at_min_distance,top3_boundary_distance,candidates_at_top3_boundary_distance,slots_remaining_at_boundary,top3_boundary_tie,boundary_tie_size_median,boundary_tie_size_p90,boundary_tie_size_max
1da05512,SIGN96_CENTERED,,462,24.0,1.0,25.0,2.0,2.0,0.0,,,
1da05512,ITQ96_CENTERED,101.0,462,6.0,1.0,10.0,1.0,1.0,0.0,,,
1da05512,ITQ96_CENTERED,202.0,462,10.0,1.0,13.0,1.0,1.0,0.0,,,
1da05512,ITQ96_CENTERED,303.0,462,5.0,1.0,9.0,2.0,1.0,1.0,,,
1da05512,ITQ96_CENTERED,404.0,462,10.0,1.0,11.0,2.0,2.0,0.0,,,
1da05512,ITQ96_CENTERED,505.0,462,6.0,1.0,9.0,1.0,1.0,0.0,,,
1de5cff2,SIGN96_CENTERED,,473,22.0,1.0,26.0,1.0,1.0,0.0,,,
1de5cff2,ITQ96_CENTERED,101.0,473,1.0,1.0,2.0,3.0,2.0,1.0,,,
1de5cff2,ITQ96_CENTERED,202.0,473,2.0,3.0,2.0,3.0,3.0,0.0,,,
1de5cff2,ITQ96_CENTERED,303.0,473,1.0,1.0,2.0,6.0,2.0,1.0,,,
1de5cff2,ITQ96_CENTERED,404.0,473,2.0,4.0,2.0,4.0,3.0,1.0,,,
1de5cff2,ITQ96_CENTERED,505.0,473,3.0,3.0,3.0,3.0,3.0,0.0,,,
1e043500,SIGN96_CENTERED,,510,10.0,1.0,31.0,1.0,1.0,0.0,,,
1e043500,ITQ96_CENTERED,101.0,510,11.0,1.0,14.0,1.0,1.0,0.0,,,
1e043500,ITQ96_CENTERED,202.0,510,10.0,1.0,14.0,1.0,1.0,0.0,,,
1e043500,ITQ96_CENTERED,303.0,510,11.0,2.0,15.0,1.0,1.0,0.0,,,
1e043500,ITQ96_CENTERED,404.0,510,15.0,1.0,20.0,1.0,1.0,0.0,,,
1e043500,ITQ96_CENTERED,505.0,510,8.0,1.0,13.0,1.0,1.0,0.0,,,
1f2b8d4f,SIGN96_CENTERED,,522,21.0,1.0,25.0,1.0,1.0,0.0,,,
1f2b8d4f,ITQ96_CENTERED,101.0,522,9.0,2.0,11.0,1.0,1.0,0.0,,,
1f2b8d4f,ITQ96_CENTERED,202.0,522,4.0,1.0,7.0,2.0,1.0,1.0,,,
1f2b8d4f,ITQ96_CENTERED,303.0,522,11.0,1.0,13.0,2.0,1.0,1.0,,,
1f2b8d4f,ITQ96_CENTERED,404.0,522,9.0,3.0,9.0,3.0,3.0,0.0,,,
1f2b8d4f,ITQ96_CENTERED,505.0,522,8.0,1.0,12.0,1.0,1.0,0.0,,,
1faac195,SIGN96_CENTERED,,494,23.0,1.0,31.0,2.0,1.0,1.0,,,
1faac195,ITQ96_CENTERED,101.0,494,7.0,1.0,10.0,2.0,2.0,0.0,,,
1faac195,ITQ96_CENTERED,202.0,494,7.0,1.0,10.0,2.0,1.0,1.0,,,
1faac195,ITQ96_CENTERED,303.0,494,8.0,1.0,13.0,1.0,1.0,0.0,,,
1faac195,ITQ96_CENTERED,404.0,494,6.0,1.0,8.0,2.0,2.0,0.0,,,
1faac195,ITQ96_CENTERED,505.0,494,7.0,1.0,12.0,2.0,2.0,0.0,,,
2133c1b5,SIGN96_CENTERED,,523,22.0,1.0,29.0,1.0,1.0,0.0,,,
2133c1b5,ITQ96_CENTERED,101.0,523,20.0,1.0,24.0,3.0,1.0,1.0,,,
2133c1b5,ITQ96_CENTERED,202.0,523,15.0,1.0,18.0,3.0,2.0,1.0,,,
2133c1b5,ITQ96_CENTERED,303.0,523,18.0,2.0,19.0,1.0,1.0,0.0,,,
2133c1b5,ITQ96_CENTERED,404.0,523,18.0,1.0,22.0,1.0,1.0,0.0,,,
2133c1b5,ITQ96_CENTERED,505.0,523,24.0,1.0,25.0,2.0,2.0,0.0,,,
21436231,SIGN96_CENTERED,,512,7.0,1.0,17.0,1.0,1.0,0.0,,,
21436231,ITQ96_CENTERED,101.0,512,2.0,1.0,7.0,2.0,1.0,1.0,,,
21436231,ITQ96_CENTERED,202.0,512,1.0,1.0,7.0,1.0,1.0,0.0,,,
21436231,ITQ96_CENTERED,303.0,512,1.0,1.0,7.0,1.0,1.0,0.0,,,
21436231,ITQ96_CENTERED,404.0,512,2.0,1.0,7.0,4.0,2.0,1.0,,,
21436231,ITQ96_CENTERED,505.0,512,5.0,2.0,8.0,1.0,1.0,0.0,,,
21d02d0d,SIGN96_CENTERED,,497,19.0,1.0,26.0,1.0,1.0,0.0,,,
21d02d0d,ITQ96_CENTERED,101.0,497,19.0,1.0,24.0,1.0,1.0,0.0,,,
21d02d0d,ITQ96_CENTERED,202.0,497,16.0,1.0,23.0,1.0,1.0,0.0,,,
21d02d0d,ITQ96_CENTERED,303.0,497,20.0,1.0,23.0,1.0,1.0,0.0,,,
21d02d0d,ITQ96_CENTERED,404.0,497,18.0,1.0,25.0,1.0,1.0,0.0,,,
21d02d0d,ITQ96_CENTERED,505.0,497,18.0,1.0,20.0,1.0,1.0,0.0,,,
22d2cb42,SIGN96_CENTERED,,473,11.0,1.0,18.0,1.0,1.0,0.0,,,
22d2cb42,ITQ96_CENTERED,101.0,473,7.0,2.0,11.0,1.0,1.0,0.0,,,
22d2cb42,ITQ96_CENTERED,202.0,473,6.0,3.0,6.0,3.0,3.0,0.0,,,
22d2cb42,ITQ96_CENTERED,303.0,473,8.0,1.0,10.0,1.0,1.0,0.0,,,
22d2cb42,ITQ96_CENTERED,404.0,473,6.0,2.0,7.0,1.0,1.0,0.0,,,
22d2cb42,ITQ96_CENTERED,505.0,473,3.0,1.0,6.0,1.0,1.0,0.0,,,
2311e44b,SIGN96_CENTERED,,493,10.0,1.0,17.0,1.0,1.0,0.0,,,
2311e44b,ITQ96_CENTERED,101.0,493,5.0,3.0,5.0,3.0,3.0,0.0,,,
2311e44b,ITQ96_CENTERED,202.0,493,2.0,1.0,6.0,2.0,2.0,0.0,,,
2311e44b,ITQ96_CENTERED,303.0,493,4.0,1.0,7.0,2.0,1.0,1.0,,,
2311e44b,ITQ96_CENTERED,404.0,493,4.0,1.0,6.0,2.0,2.0,0.0,,,
2311e44b,ITQ96_CENTERED,505.0,493,5.0,1.0,7.0,2.0,2.0,0.0,,,
2318644b,SIGN96_CENTERED,,523,22.0,2.0,27.0,1.0,1.0,0.0,,,
2318644b,ITQ96_CENTERED,101.0,523,17.0,1.0,24.0,2.0,1.0,1.0,,,
2318644b,ITQ96_CENTERED,202.0,523,20.0,2.0,22.0,1.0,1.0,0.0,,,
2318644b,ITQ96_CENTERED,303.0,523,22.0,2.0,23.0,1.0,1.0,0.0,,,
2318644b,ITQ96_CENTERED,404.0,523,21.0,1.0,23.0,2.0,1.0,1.0,,,
2318644b,ITQ96_CENTERED,505.0,523,22.0,1.0,24.0,1.0,1.0,0.0,,,
25e5aa4f,SIGN96_CENTERED,,506,19.0,1.0,25.0,1.0,1.0,0.0,,,
25e5aa4f,ITQ96_CENTERED,101.0,506,7.0,1.0,10.0,2.0,2.0,0.0,,,
25e5aa4f,ITQ96_CENTERED,202.0,506,9.0,1.0,16.0,1.0,1.0,0.0,,,
25e5aa4f,ITQ96_CENTERED,303.0,506,5.0,1.0,12.0,2.0,1.0,1.0,,,
25e5aa4f,ITQ96_CENTERED,404.0,506,10.0,1.0,14.0,2.0,1.0,1.0,,,
25e5aa4f,ITQ96_CENTERED,505.0,506,11.0,2.0,13.0,1.0,1.0,0.0,,,
2698e78f,SIGN96_CENTERED,,478,15.0,1.0,26.0,1.0,1.0,0.0,,,
2698e78f,ITQ96_CENTERED,101.0,478,5.0,2.0,8.0,2.0,1.0,1.0,,,
2698e78f,ITQ96_CENTERED,202.0,478,8.0,2.0,11.0,1.0,1.0,0.0,,,
2698e78f,ITQ96_CENTERED,303.0,478,8.0,2.0,10.0,2.0,1.0,1.0,,,
2698e78f,ITQ96_CENTERED,404.0,478,10.0,1.0,12.0,1.0,1.0,0.0,,,
2698e78f,ITQ96_CENTERED,505.0,478,11.0,1.0,14.0,3.0,1.0,1.0,,,
26bdc477,SIGN96_CENTERED,,498,16.0,1.0,23.0,2.0,1.0,1.0,,,
26bdc477,ITQ96_CENTERED,101.0,498,6.0,1.0,16.0,2.0,1.0,1.0,,,
26bdc477,ITQ96_CENTERED,202.0,498,12.0,1.0,15.0,1.0,1.0,0.0,,,
26bdc477,ITQ96_CENTERED,303.0,498,14.0,1.0,16.0,1.0,1.0,0.0,,,
26bdc477,ITQ96_CENTERED,404.0,498,12.0,1.0,16.0,2.0,1.0,1.0,,,
26bdc477,ITQ96_CENTERED,505.0,498,13.0,1.0,15.0,2.0,2.0,0.0,,,
27016adc,SIGN96_CENTERED,,491,21.0,1.0,26.0,2.0,1.0,1.0,,,
27016adc,ITQ96_CENTERED,101.0,491,6.0,1.0,8.0,2.0,1.0,1.0,,,
27016adc,ITQ96_CENTERED,202.0,491,7.0,2.0,8.0,2.0,1.0,1.0,,,
27016adc,ITQ96_CENTERED,303.0,491,9.0,4.0,9.0,4.0,3.0,1.0,,,
27016adc,ITQ96_CENTERED,404.0,491,6.0,3.0,6.0,3.0,3.0,0.0,,,
27016adc,ITQ96_CENTERED,505.0,491,6.0,2.0,7.0,2.0,1.0,1.0,,,
2788b940,SIGN96_CENTERED,,475,33.0,1.0,35.0,1.0,1.0,0.0,,,
2788b940,ITQ96_CENTERED,101.0,475,20.0,2.0,21.0,1.0,1.0,0.0,,,
2788b940,ITQ96_CENTERED,202.0,475,19.0,2.0,21.0,1.0,1.0,0.0,,,
2788b940,ITQ96_CENTERED,303.0,475,20.0,2.0,22.0,1.0,1.0,0.0,,,
2788b940,ITQ96_CENTERED,404.0,475,19.0,1.0,20.0,2.0,2.0,0.0,,,
2788b940,ITQ96_CENTERED,505.0,475,19.0,1.0,25.0,2.0,2.0,0.0,,,
28bcfaac,SIGN96_CENTERED,,500,18.0,1.0,26.0,3.0,1.0,1.0,,,
28bcfaac,ITQ96_CENTERED,101.0,500,3.0,1.0,5.0,2.0,2.0,0.0,,,
28bcfaac,ITQ96_CENTERED,202.0,500,5.0,1.0,6.0,2.0,2.0,0.0,,,
28bcfaac,ITQ96_CENTERED,303.0,500,5.0,1.0,7.0,1.0,1.0,0.0,,,
28bcfaac,ITQ96_CENTERED,404.0,500,7.0,2.0,8.0,3.0,1.0,1.0,,,
28bcfaac,ITQ96_CENTERED,505.0,500,1.0,1.0,5.0,1.0,1.0,0.0,,,
28dc39ac,SIGN96_CENTERED,,431,31.0,1.0,34.0,2.0,2.0,0.0,,,
28dc39ac,ITQ96_CENTERED,101.0,431,22.0,2.0,23.0,4.0,1.0,1.0,,,
28dc39ac,ITQ96_CENTERED,202.0,431,21.0,2.0,23.0,1.0,1.0,0.0,,,
28dc39ac,ITQ96_CENTERED,303.0,431,19.0,1.0,24.0,1.0,1.0,0.0,,,
28dc39ac,ITQ96_CENTERED,404.0,431,21.0,1.0,23.0,3.0,1.0,1.0,,,
28dc39ac,ITQ96_CENTERED,505.0,431,17.0,1.0,21.0,2.0,1.0,1.0,,,
29f2956b,SIGN96_CENTERED,,496,29.0,1.0,34.0,3.0,1.0,1.0,,,
29f2956b,ITQ96_CENTERED,101.0,496,14.0,1.0,16.0,2.0,2.0,0.0,,,
29f2956b,ITQ96_CENTERED,202.0,496,11.0,1.0,14.0,1.0,1.0,0.0,,,
29f2956b,ITQ96_CENTERED,303.0,496,10.0,1.0,14.0,1.0,1.0,0.0,,,
29f2956b,ITQ96_CENTERED,404.0,496,16.0,2.0,17.0,1.0,1.0,0.0,,,
29f2956b,ITQ96_CENTERED,505.0,496,14.0,2.0,15.0,1.0,1.0,0.0,,,
2a1811e2,SIGN96_CENTERED,,479,20.0,1.0,24.0,1.0,1.0,0.0,,,
2a1811e2,ITQ96_CENTERED,101.0,479,8.0,1.0,9.0,3.0,2.0,1.0,,,
2a1811e2,ITQ96_CENTERED,202.0,479,9.0,1.0,13.0,2.0,2.0,0.0,,,
2a1811e2,ITQ96_CENTERED,303.0,479,11.0,1.0,12.0,2.0,2.0,0.0,,,
2a1811e2,ITQ96_CENTERED,404.0,479,7.0,1.0,10.0,2.0,1.0,1.0,,,
2a1811e2,ITQ96_CENTERED,505.0,479,8.0,1.0,11.0,2.0,1.0,1.0,,,
2b8f3739,SIGN96_CENTERED,,491,29.0,1.0,32.0,2.0,2.0,0.0,,,
2b8f3739,ITQ96_CENTERED,101.0,491,19.0,1.0,23.0,2.0,1.0,1.0,,,
2b8f3739,ITQ96_CENTERED,202.0,491,23.0,1.0,24.0,3.0,2.0,1.0,,,
2b8f3739,ITQ96_CENTERED,303.0,491,19.0,1.0,24.0,3.0,1.0,1.0,,,
2b8f3739,ITQ96_CENTERED,404.0,491,23.0,1.0,26.0,2.0,1.0,1.0,,,
2b8f3739,ITQ96_CENTERED,505.0,491,19.0,1.0,24.0,1.0,1.0,0.0,,,
2bf43736,SIGN96_CENTERED,,478,8.0,1.0,23.0,1.0,1.0,0.0,,,
2bf43736,ITQ96_CENTERED,101.0,478,0.0,1.0,3.0,1.0,1.0,0.0,,,
2bf43736,ITQ96_CENTERED,202.0,478,0.0,2.0,4.0,1.0,1.0,0.0,,,
2bf43736,ITQ96_CENTERED,303.0,478,1.0,1.0,3.0,1.0,1.0,0.0,,,
2bf43736,ITQ96_CENTERED,404.0,478,0.0,1.0,6.0,3.0,1.0,1.0,,,
2bf43736,ITQ96_CENTERED,505.0,478,0.0,2.0,2.0,1.0,1.0,0.0,,,
2c63a862,SIGN96_CENTERED,,529,28.0,1.0,34.0,2.0,1.0,1.0,,,
2c63a862,ITQ96_CENTERED,101.0,529,24.0,3.0,24.0,3.0,3.0,0.0,,,
2c63a862,ITQ96_CENTERED,202.0,529,22.0,1.0,23.0,4.0,2.0,1.0,,,
2c63a862,ITQ96_CENTERED,303.0,529,28.0,5.0,28.0,5.0,3.0,1.0,,,
2c63a862,ITQ96_CENTERED,404.0,529,29.0,3.0,29.0,3.0,3.0,0.0,,,
2c63a862,ITQ96_CENTERED,505.0,529,26.0,1.0,27.0,3.0,2.0,1.0,,,
2ce6a0f2,SIGN96_CENTERED,,480,26.0,1.0,34.0,2.0,1.0,1.0,,,
2ce6a0f2,ITQ96_CENTERED,101.0,480,12.0,1.0,15.0,2.0,1.0,1.0,,,
2ce6a0f2,ITQ96_CENTERED,202.0,480,16.0,1.0,19.0,3.0,1.0,1.0,,,
2ce6a0f2,ITQ96_CENTERED,303.0,480,16.0,1.0,21.0,1.0,1.0,0.0,,,
2ce6a0f2,ITQ96_CENTERED,404.0,480,19.0,1.0,20.0,2.0,2.0,0.0,,,
2ce6a0f2,ITQ96_CENTERED,505.0,480,23.0,3.0,23.0,3.0,3.0,0.0,,,
2e6d26dc,SIGN96_CENTERED,,494,27.0,1.0,31.0,2.0,1.0,1.0,,,
2e6d26dc,ITQ96_CENTERED,101.0,494,9.0,2.0,11.0,1.0,1.0,0.0,,,
2e6d26dc,ITQ96_CENTERED,202.0,494,11.0,1.0,12.0,2.0,2.0,0.0,,,
2e6d26dc,ITQ96_CENTERED,303.0,494,12.0,2.0,14.0,2.0,1.0,1.0,,,
2e6d26dc,ITQ96_CENTERED,404.0,494,11.0,1.0,13.0,4.0,1.0,1.0,,,
2e6d26dc,ITQ96_CENTERED,505.0,494,12.0,3.0,12.0,3.0,3.0,0.0,,,
2ebe6c90,SIGN96_CENTERED,,485,17.0,1.0,31.0,1.0,1.0,0.0,,,
2ebe6c90,ITQ96_CENTERED,101.0,485,9.0,1.0,13.0,1.0,1.0,0.0,,,
2ebe6c90,ITQ96_CENTERED,202.0,485,6.0,1.0,11.0,1.0,1.0,0.0,,,
2ebe6c90,ITQ96_CENTERED,303.0,485,10.0,2.0,14.0,4.0,1.0,1.0,,,
2ebe6c90,ITQ96_CENTERED,404.0,485,8.0,1.0,14.0,1.0,1.0,0.0,,,
2ebe6c90,ITQ96_CENTERED,505.0,485,9.0,2.0,10.0,1.0,1.0,0.0,,,
2ebe6c92,SIGN96_CENTERED,,487,36.0,1.0,38.0,2.0,1.0,1.0,,,
2ebe6c92,ITQ96_CENTERED,101.0,487,28.0,1.0,29.0,2.0,2.0,0.0,,,
2ebe6c92,ITQ96_CENTERED,202.0,487,29.0,1.0,33.0,3.0,1.0,1.0,,,
2ebe6c92,ITQ96_CENTERED,303.0,487,29.0,1.0,31.0,5.0,2.0,1.0,,,
2ebe6c92,ITQ96_CENTERED,404.0,487,30.0,1.0,32.0,1.0,1.0,0.0,,,
2ebe6c92,ITQ96_CENTERED,505.0,487,31.0,2.0,32.0,3.0,1.0,1.0,,,
311778f1,SIGN96_CENTERED,,500,13.0,1.0,27.0,1.0,1.0,0.0,,,
311778f1,ITQ96_CENTERED,101.0,500,10.0,1.0,15.0,1.0,1.0,0.0,,,
311778f1,ITQ96_CENTERED,202.0,500,8.0,1.0,13.0,1.0,1.0,0.0,,,
311778f1,ITQ96_CENTERED,303.0,500,10.0,1.0,14.0,1.0,1.0,0.0,,,
311778f1,ITQ96_CENTERED,404.0,500,11.0,1.0,20.0,1.0,1.0,0.0,,,
311778f1,ITQ96_CENTERED,505.0,500,15.0,2.0,19.0,1.0,1.0,0.0,,,
32260d93,SIGN96_CENTERED,,524,29.0,1.0,32.0,3.0,2.0,1.0,,,
32260d93,ITQ96_CENTERED,101.0,524,18.0,3.0,18.0,3.0,3.0,0.0,,,
32260d93,ITQ96_CENTERED,202.0,524,20.0,1.0,27.0,2.0,1.0,1.0,,,
32260d93,ITQ96_CENTERED,303.0,524,20.0,2.0,21.0,1.0,1.0,0.0,,,
32260d93,ITQ96_CENTERED,404.0,524,21.0,1.0,26.0,1.0,1.0,0.0,,,
32260d93,ITQ96_CENTERED,505.0,524,21.0,3.0,21.0,3.0,3.0,0.0,,,
3249768e,SIGN96_CENTERED,,475,16.0,1.0,24.0,1.0,1.0,0.0,,,
3249768e,ITQ96_CENTERED,101.0,475,9.0,1.0,20.0,2.0,1.0,1.0,,,
3249768e,ITQ96_CENTERED,202.0,475,4.0,1.0,21.0,3.0,1.0,1.0,,,
3249768e,ITQ96_CENTERED,303.0,475,8.0,2.0,18.0,2.0,1.0,1.0,,,
3249768e,ITQ96_CENTERED,404.0,475,11.0,2.0,17.0,1.0,1.0,0.0,,,
3249768e,ITQ96_CENTERED,505.0,475,5.0,1.0,18.0,1.0,1.0,0.0,,,
352ab8bd,SIGN96_CENTERED,,539,13.0,1.0,17.0,2.0,1.0,1.0,,,
352ab8bd,ITQ96_CENTERED,101.0,539,0.0,4.0,0.0,4.0,3.0,1.0,,,
352ab8bd,ITQ96_CENTERED,202.0,539,1.0,4.0,1.0,4.0,3.0,1.0,,,
352ab8bd,ITQ96_CENTERED,303.0,539,0.0,6.0,0.0,6.0,3.0,1.0,,,
352ab8bd,ITQ96_CENTERED,404.0,539,0.0,4.0,0.0,4.0,3.0,1.0,,,
352ab8bd,ITQ96_CENTERED,505.0,539,0.0,4.0,0.0,4.0,3.0,1.0,,,
35a27287,SIGN96_CENTERED,,519,26.0,1.0,34.0,4.0,1.0,1.0,,,
35a27287,ITQ96_CENTERED,101.0,519,13.0,1.0,15.0,3.0,1.0,1.0,,,
35a27287,ITQ96_CENTERED,202.0,519,11.0,1.0,13.0,1.0,1.0,0.0,,,
35a27287,ITQ96_CENTERED,303.0,519,13.0,4.0,13.0,4.0,3.0,1.0,,,
35a27287,ITQ96_CENTERED,404.0,519,11.0,2.0,12.0,1.0,1.0,0.0,,,
35a27287,ITQ96_CENTERED,505.0,519,7.0,1.0,11.0,2.0,1.0,1.0,,,
36580ce8,SIGN96_CENTERED,,545,28.0,1.0,35.0,2.0,1.0,1.0,,,
36580ce8,ITQ96_CENTERED,101.0,545,17.0,1.0,19.0,3.0,2.0,1.0,,,
36580ce8,ITQ96_CENTERED,202.0,545,23.0,3.0,23.0,3.0,3.0,0.0,,,
36580ce8,ITQ96_CENTERED,303.0,545,19.0,2.0,20.0,2.0,1.0,1.0,,,
36580ce8,ITQ96_CENTERED,404.0,545,23.0,6.0,23.0,6.0,3.0,1.0,,,
36580ce8,ITQ96_CENTERED,505.0,545,19.0,3.0,19.0,3.0,3.0,0.0,,,
36b9f61e,SIGN96_CENTERED,,490,21.0,1.0,25.0,2.0,2.0,0.0,,,
36b9f61e,ITQ96_CENTERED,101.0,490,11.0,1.0,13.0,2.0,1.0,1.0,,,
36b9f61e,ITQ96_CENTERED,202.0,490,12.0,1.0,14.0,3.0,2.0,1.0,,,
36b9f61e,ITQ96_CENTERED,303.0,490,8.0,1.0,11.0,1.0,1.0,0.0,,,
36b9f61e,ITQ96_CENTERED,404.0,490,8.0,1.0,11.0,2.0,2.0,0.0,,,
36b9f61e,ITQ96_CENTERED,505.0,490,13.0,1.0,15.0,4.0,2.0,1.0,,,
370a8ff4,SIGN96_CENTERED,,498,22.0,1.0,28.0,1.0,1.0,0.0,,,
370a8ff4,ITQ96_CENTERED,101.0,498,13.0,2.0,15.0,1.0,1.0,0.0,,,
370a8ff4,ITQ96_CENTERED,202.0,498,6.0,1.0,14.0,3.0,1.0,1.0,,,
370a8ff4,ITQ96_CENTERED,303.0,498,13.0,1.0,15.0,2.0,2.0,0.0,,,
370a8ff4,ITQ96_CENTERED,404.0,498,16.0,1.0,18.0,2.0,1.0,1.0,,,
370a8ff4,ITQ96_CENTERED,505.0,498,15.0,2.0,17.0,1.0,1.0,0.0,,,
37d43f65,SIGN96_CENTERED,,533,9.0,1.0,17.0,1.0,1.0,0.0,,,
37d43f65,ITQ96_CENTERED,101.0,533,4.0,1.0,8.0,1.0,1.0,0.0,,,
37d43f65,ITQ96_CENTERED,202.0,533,6.0,1.0,9.0,3.0,2.0,1.0,,,
37d43f65,ITQ96_CENTERED,303.0,533,6.0,1.0,11.0,1.0,1.0,0.0,,,
37d43f65,ITQ96_CENTERED,404.0,533,6.0,2.0,8.0,1.0,1.0,0.0,,,
37d43f65,ITQ96_CENTERED,505.0,533,5.0,1.0,8.0,1.0,1.0,0.0,,,
37f165cf,SIGN96_CENTERED,,567,22.0,2.0,24.0,1.0,1.0,0.0,,,
37f165cf,ITQ96_CENTERED,101.0,567,5.0,1.0,6.0,2.0,2.0,0.0,,,
37f165cf,ITQ96_CENTERED,202.0,567,10.0,1.0,11.0,3.0,2.0,1.0,,,
37f165cf,ITQ96_CENTERED,303.0,567,7.0,1.0,8.0,2.0,2.0,0.0,,,
37f165cf,ITQ96_CENTERED,404.0,567,4.0,1.0,6.0,1.0,1.0,0.0,,,
37f165cf,ITQ96_CENTERED,505.0,567,6.0,1.0,8.0,2.0,2.0,0.0,,,
38146c39,SIGN96_CENTERED,,538,32.0,1.0,34.0,5.0,2.0,1.0,,,
38146c39,ITQ96_CENTERED,101.0,538,27.0,1.0,29.0,1.0,1.0,0.0,,,
38146c39,ITQ96_CENTERED,202.0,538,29.0,1.0,31.0,2.0,2.0,0.0,,,
38146c39,ITQ96_CENTERED,303.0,538,27.0,1.0,30.0,2.0,1.0,1.0,,,
38146c39,ITQ96_CENTERED,404.0,538,27.0,1.0,28.0,2.0,2.0,0.0,,,
38146c39,ITQ96_CENTERED,505.0,538,26.0,1.0,29.0,3.0,2.0,1.0,,,
3a704032,SIGN96_CENTERED,,479,28.0,1.0,29.0,2.0,2.0,0.0,,,
3a704032,ITQ96_CENTERED,101.0,479,23.0,3.0,23.0,3.0,3.0,0.0,,,
3a704032,ITQ96_CENTERED,202.0,479,22.0,3.0,22.0,3.0,3.0,0.0,,,
3a704032,ITQ96_CENTERED,303.0,479,17.0,1.0,20.0,1.0,1.0,0.0,,,
3a704032,ITQ96_CENTERED,404.0,479,23.0,1.0,25.0,4.0,1.0,1.0,,,
3a704032,ITQ96_CENTERED,505.0,479,23.0,1.0,25.0,1.0,1.0,0.0,,,
3b6f954b,SIGN96_CENTERED,,470,14.0,1.0,32.0,1.0,1.0,0.0,,,
3b6f954b,ITQ96_CENTERED,101.0,470,20.0,1.0,23.0,1.0,1.0,0.0,,,
3b6f954b,ITQ96_CENTERED,202.0,470,18.0,1.0,29.0,2.0,1.0,1.0,,,
3b6f954b,ITQ96_CENTERED,303.0,470,15.0,1.0,25.0,1.0,1.0,0.0,,,
3b6f954b,ITQ96_CENTERED,404.0,470,19.0,2.0,23.0,1.0,1.0,0.0,,,
3b6f954b,ITQ96_CENTERED,505.0,470,19.0,1.0,31.0,5.0,1.0,1.0,,,
3ba21379,SIGN96_CENTERED,,431,28.0,1.0,34.0,4.0,1.0,1.0,,,
3ba21379,ITQ96_CENTERED,101.0,431,20.0,1.0,22.0,4.0,2.0,1.0,,,
3ba21379,ITQ96_CENTERED,202.0,431,16.0,1.0,19.0,1.0,1.0,0.0,,,
3ba21379,ITQ96_CENTERED,303.0,431,17.0,2.0,20.0,1.0,1.0,0.0,,,
3ba21379,ITQ96_CENTERED,404.0,431,20.0,1.0,21.0,2.0,2.0,0.0,,,
3ba21379,ITQ96_CENTERED,505.0,431,19.0,1.0,22.0,2.0,1.0,1.0,,,
3c1045c8,SIGN96_CENTERED,,542,19.0,1.0,31.0,2.0,1.0,1.0,,,
3c1045c8,ITQ96_CENTERED,101.0,542,20.0,2.0,22.0,1.0,1.0,0.0,,,
3c1045c8,ITQ96_CENTERED,202.0,542,17.0,1.0,19.0,3.0,2.0,1.0,,,
3c1045c8,ITQ96_CENTERED,303.0,542,20.0,2.0,24.0,3.0,1.0,1.0,,,
3c1045c8,ITQ96_CENTERED,404.0,542,16.0,1.0,22.0,2.0,1.0,1.0,,,
3c1045c8,ITQ96_CENTERED,505.0,542,20.0,1.0,23.0,1.0,1.0,0.0,,,
3d86fd0a,SIGN96_CENTERED,,526,23.0,1.0,31.0,1.0,1.0,0.0,,,
3d86fd0a,ITQ96_CENTERED,101.0,526,11.0,2.0,12.0,3.0,1.0,1.0,,,
3d86fd0a,ITQ96_CENTERED,202.0,526,5.0,1.0,11.0,4.0,2.0,1.0,,,
3d86fd0a,ITQ96_CENTERED,303.0,526,10.0,1.0,16.0,1.0,1.0,0.0,,,
3d86fd0a,ITQ96_CENTERED,404.0,526,8.0,1.0,11.0,2.0,1.0,1.0,,,
3d86fd0a,ITQ96_CENTERED,505.0,526,9.0,2.0,11.0,1.0,1.0,0.0,,,
3e321797,SIGN96_CENTERED,,490,18.0,1.0,30.0,1.0,1.0,0.0,,,
3e321797,ITQ96_CENTERED,101.0,490,4.0,1.0,6.0,1.0,1.0,0.0,,,
3e321797,ITQ96_CENTERED,202.0,490,10.0,3.0,10.0,3.0,3.0,0.0,,,
3e321797,ITQ96_CENTERED,303.0,490,9.0,1.0,10.0,4.0,2.0,1.0,,,
3e321797,ITQ96_CENTERED,404.0,490,11.0,1.0,13.0,1.0,1.0,0.0,,,
3e321797,ITQ96_CENTERED,505.0,490,8.0,2.0,9.0,2.0,1.0,1.0,,,
3f1e9474,SIGN96_CENTERED,,515,23.0,1.0,26.0,2.0,2.0,0.0,,,
3f1e9474,ITQ96_CENTERED,101.0,515,17.0,1.0,20.0,2.0,1.0,1.0,,,
3f1e9474,ITQ96_CENTERED,202.0,515,19.0,1.0,20.0,4.0,2.0,1.0,,,
3f1e9474,ITQ96_CENTERED,303.0,515,18.0,1.0,20.0,2.0,2.0,0.0,,,
3f1e9474,ITQ96_CENTERED,404.0,515,17.0,1.0,19.0,1.0,1.0,0.0,,,
3f1e9474,ITQ96_CENTERED,505.0,515,17.0,1.0,19.0,1.0,1.0,0.0,,,
3fdac837,SIGN96_CENTERED,,453,22.0,1.0,24.0,1.0,1.0,0.0,,,
3fdac837,ITQ96_CENTERED,101.0,453,11.0,1.0,12.0,2.0,2.0,0.0,,,
3fdac837,ITQ96_CENTERED,202.0,453,12.0,1.0,14.0,2.0,2.0,0.0,,,
