question_id,method,itq_seed,N_archive,unique_document_codes,unique_document_code_fraction,duplicate_code_fraction,largest_collision_bucket,query_exact_code_match_count,query_exact_code_match_fraction
10e09553,SIGN96_CENTERED,,472,470.0,0.9957627118644068,0.004237288135593209,2,0.0,0.0
10e09553,ITQ96_CENTERED,101.0,472,422.0,0.8940677966101694,0.10593220338983056,4,0.0,0.0
10e09553,ITQ96_CENTERED,202.0,472,422.0,0.8940677966101694,0.10593220338983056,5,0.0,0.0
10e09553,ITQ96_CENTERED,303.0,472,421.0,0.8919491525423728,0.10805084745762716,4,0.0,0.0
10e09553,ITQ96_CENTERED,404.0,472,425.0,0.9004237288135594,0.09957627118644063,4,0.0,0.0
10e09553,ITQ96_CENTERED,505.0,472,420.0,0.8898305084745762,0.11016949152542377,4,0.0,0.0
118b2229,SIGN96_CENTERED,,485,483.0,0.9958762886597938,0.004123711340206171,2,0.0,0.0
118b2229,ITQ96_CENTERED,101.0,485,430.0,0.8865979381443299,0.11340206185567014,4,0.0,0.0
118b2229,ITQ96_CENTERED,202.0,485,428.0,0.8824742268041237,0.11752577319587632,4,0.0,0.0
118b2229,ITQ96_CENTERED,303.0,485,435.0,0.8969072164948454,0.1030927835051546,4,0.0,0.0
118b2229,ITQ96_CENTERED,404.0,485,430.0,0.8865979381443299,0.11340206185567014,4,0.0,0.0
118b2229,ITQ96_CENTERED,505.0,485,426.0,0.8783505154639175,0.12164948453608249,4,0.0,0.0
1192316e,SIGN96_CENTERED,,467,467.0,1.0,0.0,1,0.0,0.0
1192316e,ITQ96_CENTERED,101.0,467,440.0,0.9421841541755889,0.05781584582441113,4,0.0,0.0
1192316e,ITQ96_CENTERED,202.0,467,429.0,0.9186295503211992,0.0813704496788008,6,0.0,0.0
1192316e,ITQ96_CENTERED,303.0,467,433.0,0.9271948608137045,0.0728051391862955,5,0.0,0.0
1192316e,ITQ96_CENTERED,404.0,467,429.0,0.9186295503211992,0.0813704496788008,5,0.0,0.0
1192316e,ITQ96_CENTERED,505.0,467,430.0,0.9207708779443254,0.07922912205567456,6,0.0,0.0
129d1232,SIGN96_CENTERED,,451,451.0,1.0,0.0,1,0.0,0.0
