method,itq_seed,bit_index,positive_fraction,mean_occupancy,min_occupancy,max_occupancy,dead_constant_bit_count,mean_abs_deviation_from_0_5
ITQ96_CENTERED,101,60,0.49880832102795264,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,61,0.4988126387053876,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,62,0.49954232619189487,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,63,0.5033375646572196,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,64,0.5010491956166939,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,65,0.4995725499339395,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,66,0.503018056527033,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,67,0.5010448779392589,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,68,0.4996329974180289,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,69,0.49958118528880946,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,70,0.4990198872222654,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,71,0.5009110299387753,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,72,0.49941279586884624,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,73,0.5024610761379239,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
